款号,颜色,中类,季节,季节策略,销售数,销售金额,库存,周均销量,库存周数,建议补货量,建议动作,补货原则,主销尺码,进货提醒,控折扣原则,预算建议,进货顺序
TNX1K60598X,深咖色,裤类,夏,下一季试补,13.0,1213.83,3.0,13.0,0.23076923076923078,49.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX2K50279,款色,常规内裤,夏,下一季试补,27.0,1209.31,14.0,27.0,0.5185185185185185,94.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX2K50260,款色,常规内裤,夏,下一季试补,29.0,1183.67,1.0,29.0,0.034482758620689655,115.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1Y90911Z,米灰色,防晒服,夏,下一季试补,5.0,1181.06,2.0,5.0,0.4,18.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TMX2K50200,款色,常规内裤,夏,下一季试补,24.0,1175.85,6.0,24.0,0.25,90.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1Y90913Z,浅紫色,防晒服,夏,下一季试补,5.0,1173.86,1.0,5.0,0.2,19.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1Y90875X,款色,家居服,夏,下一季试补,6.0,1171.87,1.0,6.0,0.16666666666666666,23.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1T20173X,麻灰色,衣类,夏,下一季试补,18.0,1166.17,-2.0,18.0,-0.1111111111111111,74.0,先校库存再补货,先校库存,130/M、120/S、110/XS,库存口径异常，先别下单,先校库存，先别谈活动和折扣,库存异常款先不下单，预算留给正常主销款,先查账、查盘点、查调拨，确认后再补
TNC1Y90856X,款色,家居服,春,当季主推,7.0,1166.01,0.0,7.0,0.0,28.0,立即补货,先稳毛利再补,130/M、120/S、110/XS,先保高毛利主销，不靠深折补量,先做组合和套装，不建议继续加深折扣,预算先给主销核心款和核心尺码，不做平均补货,先补核心尺码，再补主销色，最后才补边缘尺码
TNX1K60615Z,深灰色,裤类,夏,下一季试补,9.0,1163.45,2.0,9.0,0.2222222222222222,34.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1K60616Z,蓝色,裤类,夏,下一季试补,11.0,1152.26,0.0,11.0,0.0,44.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX2K50257,款色,常规内裤,夏,下一季试补,26.0,1149.24,6.0,26.0,0.23076923076923078,98.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1K60604X,碎花色,裤类,夏,下一季试补,11.0,1148.31,2.0,11.0,0.18181818181818182,42.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX3K10251,款色,常规内裤,夏,下一季试补,13.0,1142.37,2.0,13.0,0.15384615384615385,50.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1K60598X,麻灰色,裤类,夏,下一季试补,13.0,1137.22,3.0,13.0,0.23076923076923078,49.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX2K10228,款色,常规内裤,夏,下一季试补,23.0,1134.46,21.0,23.0,0.9130434782608695,71.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX2B80823X,款色,衣类,夏,下一季试补,12.0,1119.45,1.0,12.0,0.08333333333333333,47.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1T20190Z,灰色,衣类,夏,下一季试补,14.0,1098.08,0.0,14.0,0.0,56.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1K60608X,暗粉色,裤类,夏,下一季试补,10.0,1096.81,0.0,10.0,0.0,40.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNC1Y90859X,款色,家居服,春,当季主推,6.0,1090.97,0.0,6.0,0.0,24.0,立即补货,先稳毛利再补,130/M、120/S、110/XS,先保高毛利主销，不靠深折补量,先做组合和套装，不建议继续加深折扣,预算先给主销核心款和核心尺码，不做平均补货,先补核心尺码，再补主销色，最后才补边缘尺码
TNX1K60606X,豆绿色,裤类,夏,下一季试补,9.0,1077.58,5.0,9.0,0.5555555555555556,31.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1T20187Z,黄绿色,衣类,夏,下一季试补,12.0,1052.66,5.0,12.0,0.4166666666666667,43.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TOX1Y91080,款色,亲子家居,春,当季主推,4.0,1048.58,2.0,4.0,0.5,14.0,立即补货,优先保不断码,130/M、120/S、110/XS,先保核心尺码和主销色,可以做轻活动带连带，不建议先用降价换量,预算优先投给断码风险高的款，再补相邻尺码,先补核心尺码，再补主销色，最后补边缘尺码
TNX1K60599X,浅咖色,裤类,夏,下一季试补,11.0,1022.99,0.0,11.0,0.0,44.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1K60612Z,米灰色,裤类,夏,下一季试补,7.0,1021.77,0.0,7.0,0.0,28.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1K60612Z,深灰色,裤类,夏,下一季试补,7.0,1019.85,0.0,7.0,0.0,28.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX2K50269,款色,常规内裤,夏,下一季试补,23.0,1018.73,12.0,23.0,0.5217391304347826,80.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1T20173X,米灰色,衣类,夏,下一季试补,16.0,1007.68,0.0,16.0,0.0,64.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1T20187Z,灰色,衣类,夏,下一季试补,11.0,998.41,0.0,11.0,0.0,44.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1Y90870D,粉色,家居服,夏,下一季试补,4.0,991.75,0.0,4.0,0.0,16.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1T20197Z,白色,衣类,夏,下一季试补,14.0,973.66,0.0,14.0,0.0,56.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX2K50277,款色,常规内裤,夏,下一季试补,20.0,968.58,20.0,20.0,1.0,60.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1Y90872X,款色,家居服,夏,下一季试补,6.0,961.25,1.0,6.0,0.16666666666666666,23.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1K60607X,米灰色,裤类,夏,下一季试补,10.0,954.85,-1.0,10.0,-0.1,41.0,先校库存再补货,先校库存,130/M、120/S、110/XS,库存口径异常，先别下单,先校库存，先别谈活动和折扣,库存异常款先不下单，预算留给正常主销款,先查账、查盘点、查调拨，确认后再补
TNX1Y90870X,粉色,家居服,夏,下一季试补,5.0,948.88,1.0,5.0,0.2,19.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1T20194Z,奶白色,衣类,夏,下一季试补,13.0,932.42,0.0,13.0,0.0,52.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1T20186X,红白条,衣类,夏,下一季试补,16.0,930.99,0.0,16.0,0.0,64.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1Y90904Z,款色,家居服,夏,下一季试补,5.0,930.79,0.0,5.0,0.0,20.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1K60609Z,蓝色,裤类,夏,下一季试补,5.0,925.96,1.0,5.0,0.2,19.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNC1Y80828X,蓝色,家居服,春,当季主推,5.0,922.43,0.0,5.0,0.0,20.0,立即补货,先稳毛利再补,130/M、120/S、110/XS,先保高毛利主销，不靠深折补量,先做组合和套装，不建议继续加深折扣,预算先给主销核心款和核心尺码，不做平均补货,先补核心尺码，再补主销色，最后才补边缘尺码
TOX1Y91103X,粉紫色,防晒服,夏,下一季试补,4.0,920.14,1.0,4.0,0.25,15.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNC1Y90856D,款色,家居服,春,当季主推,4.0,904.82,0.0,4.0,0.0,16.0,立即补货,先稳毛利再补,130/M、120/S、110/XS,先保高毛利主销，不靠深折补量,先做组合和套装，不建议继续加深折扣,预算先给主销核心款和核心尺码，不做平均补货,先补核心尺码，再补主销色，最后才补边缘尺码
TNX1T20186X,黑白条,衣类,夏,下一季试补,15.0,902.43,0.0,15.0,0.0,60.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX3W30774,款色,儿童袜,夏,下一季试补,17.0,893.33,1.0,17.0,0.058823529411764705,67.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNC1Y90861D,款色,家居服,春,当季主推,4.0,892.3,-1.0,4.0,-0.25,17.0,先校库存再补货,先校库存,130/M、120/S、110/XS,库存口径异常，先别下单,先校库存，先别谈活动和折扣,库存异常款先不下单，预算留给正常主销款,先查账、查盘点、查调拨，确认后再补
TNC1K60597Z,灰色,裤类,春,当季主推,7.0,886.58,0.0,7.0,0.0,28.0,立即补货,先稳毛利再补,130/M、120/S、110/XS,先保高毛利主销，不靠深折补量,先做组合和套装，不建议继续加深折扣,预算先给主销核心款和核心尺码，不做平均补货,先补核心尺码，再补主销色，最后才补边缘尺码
TNX1K60605X,墨绿色,裤类,夏,下一季试补,9.0,885.16,0.0,9.0,0.0,36.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1Y90901X,款色,家居服,夏,下一季试补,6.0,880.15,3.0,6.0,0.5,21.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1Y90913Z,米黄色,防晒服,夏,下一季试补,3.0,864.96,3.0,3.0,1.0,9.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX2B90853X,款色,衣类,夏,下一季试补,12.0,845.54,-1.0,12.0,-0.08333333333333333,49.0,先校库存再补货,先校库存,130/M、120/S、110/XS,库存口径异常，先别下单,先校库存，先别谈活动和折扣,库存异常款先不下单，预算留给正常主销款,先查账、查盘点、查调拨，确认后再补
TNX1T20190Z,绿色,衣类,夏,下一季试补,11.0,841.18,1.0,11.0,0.09090909090909091,43.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX2B80824X,款色,衣类,夏,下一季试补,9.0,831.56,0.0,9.0,0.0,36.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1T20183X,米灰色,衣类,夏,下一季试补,12.0,829.28,0.0,12.0,0.0,48.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1Y80854X,蓝灰色,家居服,夏,下一季试补,5.0,828.32,0.0,5.0,0.0,20.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1Y80850X,麻灰色,家居服,夏,下一季试补,6.0,816.93,0.0,6.0,0.0,24.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1K60605X,粉色,裤类,夏,下一季试补,8.0,814.97,0.0,8.0,0.0,32.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1T20179X,蓝色,衣类,夏,下一季试补,16.0,813.2,-1.0,16.0,-0.0625,65.0,先校库存再补货,先校库存,130/M、120/S、110/XS,库存口径异常，先别下单,先校库存，先别谈活动和折扣,库存异常款先不下单，预算留给正常主销款,先查账、查盘点、查调拨，确认后再补
TNX1Y90906D,款色,家居服,夏,下一季试补,4.0,808.89,1.0,4.0,0.25,15.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNC1Y80829X,米白色,家居服,春,当季主推,5.0,800.97,0.0,5.0,0.0,20.0,立即补货,先稳毛利再补,130/M、120/S、110/XS,先保高毛利主销，不靠深折补量,先做组合和套装，不建议继续加深折扣,预算先给主销核心款和核心尺码，不做平均补货,先补核心尺码，再补主销色，最后才补边缘尺码
TNX1Y80861X,棕色,家居服,夏,下一季试补,5.0,792.66,0.0,5.0,0.0,20.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1Y90870X,灰色,家居服,夏,下一季试补,4.0,786.69,0.0,4.0,0.0,16.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNC1Y90855Z,粉色,家居服,春,当季主推,4.0,784.8,0.0,4.0,0.0,16.0,立即补货,先稳毛利再补,130/M、120/S、110/XS,先保高毛利主销，不靠深折补量,先做组合和套装，不建议继续加深折扣,预算先给主销核心款和核心尺码，不做平均补货,先补核心尺码，再补主销色，最后才补边缘尺码
TNC1Y90856Z,款色,家居服,春,当季主推,4.0,775.39,0.0,4.0,0.0,16.0,立即补货,先稳毛利再补,130/M、120/S、110/XS,先保高毛利主销，不靠深折补量,先做组合和套装，不建议继续加深折扣,预算先给主销核心款和核心尺码，不做平均补货,先补核心尺码，再补主销色，最后才补边缘尺码
TNC5W30832,款色,儿童袜,春,当季主推,15.0,763.58,0.0,15.0,0.0,60.0,立即补货,优先保不断码,130/M、120/S、110/XS,先保核心尺码和主销色,可以做轻活动带连带，不建议先用降价换量,预算优先投给断码风险高的款，再补相邻尺码,先补核心尺码，再补主销色，最后补边缘尺码
TNX1Y90886X,奶白色,家居服,夏,下一季试补,6.0,758.68,2.0,6.0,0.3333333333333333,22.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1W30739,款色,儿童袜,夏,下一季试补,35.0,755.46,9.0,35.0,0.2571428571428571,131.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1Y80844Z,款色,家居服,夏,下一季试补,5.0,754.42,1.0,5.0,0.2,19.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1Y80861X,藏青色,家居服,夏,下一季试补,5.0,754.35,2.0,5.0,0.4,18.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1T20179X,绿色,衣类,夏,下一季试补,15.0,753.33,0.0,15.0,0.0,60.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TMX3K50217,款色,常规内裤,夏,下一季试补,10.0,749.21,4.0,10.0,0.4,36.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNC1Y90861Z,款色,家居服,春,当季主推,4.0,749.06,-1.0,4.0,-0.25,17.0,先校库存再补货,先校库存,130/M、120/S、110/XS,库存口径异常，先别下单,先校库存，先别谈活动和折扣,库存异常款先不下单，预算留给正常主销款,先查账、查盘点、查调拨，确认后再补
TNX1Y90885D,款色,家居服,夏,下一季试补,4.0,745.51,0.0,4.0,0.0,16.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1Y80844X,款色,家居服,夏,下一季试补,6.0,741.69,0.0,6.0,0.0,24.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TOX5W31004,款色,儿童袜,夏,下一季试补,11.0,739.4,10.0,11.0,0.9090909090909091,34.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1T20179X,米白色,衣类,夏,下一季试补,14.0,736.47,0.0,14.0,0.0,56.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TOX1Y91103X,青草绿,防晒服,夏,下一季试补,3.0,734.31,2.0,3.0,0.6666666666666666,10.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1T20181X,浅卡其,衣类,夏,下一季试补,10.0,726.1,0.0,10.0,0.0,40.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1Y90902Z,粉色,家居服,夏,下一季试补,5.0,718.37,0.0,5.0,0.0,20.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1K60615Z,灰绿色,裤类,夏,下一季试补,6.0,713.53,0.0,6.0,0.0,24.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1T20192Z,浅灰色,衣类,夏,下一季试补,6.0,705.58,0.0,6.0,0.0,24.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TOX2B81061M,款色,衣类,夏,下一季试补,8.0,703.3,12.0,8.0,1.5,20.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1Y90865D,款色,家居服,夏,下一季试补,3.0,691.96,1.0,3.0,0.3333333333333333,11.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1Y80866X,款色,家居服,夏,下一季试补,5.0,691.76,0.0,5.0,0.0,20.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
